entity_id,canonical_name,description,aliases_json,aliases_text,domains_json,roles_json,is_turkiye_related
Q792949,ayhan işık,"Ayhan Işık (born Ayhan Işıyan; 5 May 1929 – 16 June 1979) was one of the pioneers of Turkish cinema and actors in Turkey, the most loved Turkish leading actor in the 1950s and 1960s.","[""ayhan işık"", ""Ayhan Işık"", ""ayhan isik"", ""Ayhan Isik""]",ayhan işık | Ayhan Işık | ayhan isik | Ayhan Isik,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q793,"zwolle, overijssel","Zwolle (Dutch: [ˈzʋɔlə] (listen)) is a city and municipality in the northeastern Netherlands serving as Overijssel's capital. With a population of 125,806, it is the second-largest municipality of the province after Enschede.","[""zwolle, overijssel"", ""History of Zwolle"", ""zwolle"", ""broerenkerk"", ""Broerenkerk"", ""Spoolde"", ""un/locode:nlzwo"", ""spoolde"", ""history of zwolle"", ""Zwolle, Overijssel""]","zwolle, overijssel | History of Zwolle | zwolle | broerenkerk | Broerenkerk | Spoolde | un/locode:nlzwo | spoolde | history of zwolle | Zwolle, Overijssel","[""cinema"", ""turkiye""]","[""birth_place""]",true
Q794,Persian State of Iran,"Iran, also called Persia, and officially the Islamic Republic of Iran, is a country in Western Asia. With 82 million inhabitants, Iran is the world's 18th most populous country. Its territory spans 1,648,195 km2 (636,372 sq mi), making it the second largest country in the Middle East and the 17th largest in the world. Iran is bordered to the northwest by Armenia and the Republic of Azerbaijan, to the north by the Caspian Sea, to the northeast by Turkmenistan, to the east by Afghanistan and Pakistan, to the south by the Persian Gulf and the Gulf of Oman, and to the west by Turkey and Iraq. Its central location in Eurasia and Western Asia, and its proximity to the Strait of Hormuz, give it geostrategic importance. Tehran is the capital, largest city, and economic and cultural center.Iran is home to one of the world's oldest civilizations, beginning with the formation of the Elamite kingdoms in the fourth millennium BCE. It was first unified by the Iranian Medes in the seventh century BCE, and reached its territorial height in the sixth century BCE under Cyrus the Great, whose Achaemenid Empire stretched from Eastern Europe to the Indus Valley, one of the largest empires in history. The empire fell to Alexander the Great in the fourth century BCE and was divided into several Hellenistic states. An Iranian rebellion established the Parthian Empire in the third century BCE, which was succeeded in the third century CE by the Sasanian Empire, a leading world power for the next four centuries.Arab Muslims conquered the empire in the seventh century CE, and the subsequent Islamization of Iran led to the decline of the once dominant Zoroastrian religion. Iran's major contributions to art, philosophy, and science spread throughout the Muslim world and beyond during the Islamic Golden Age. Over the next two centuries, a series of native Muslim dynasties emerged before the Seljuq Turks and the Ilkhanate Mongols conquered the region. The rise of the native Safavids in the 15th century led to the reestablishment of a unified Iranian state and national identity, with the country's conversion to Shia Islam marking a turning point in Iranian and Muslim history.Under Nader Shah, Iran was one of the most powerful states in the 18th century, though by the 19th century, a series of conflicts with the Russian Empire led to significant territorial losses. The Iranian Constitutional Revolution in the early 20th century created a constitutional monarchy and the country's first legislature. A 1953 coup instigated by the United Kingdom and the United States resulted in greater autocratic rule under Mohammad Reza Shah and growing Western political influence. A far-reaching series of reforms known as the White Revolution was launched by the Shah in 1963, prompting industrial growth, land reforms, and increased women's rights. Nevertheless, widespread dissatisfaction and unrest against the monarchy persisted, leading to the 1979 Revolution, which established the current Islamic republic. For most of the 1980s, Iran fought a war with Iraq that resulted in severe casualties and economic devastation for both sides.Iran's political system has elements of a presidential democracy with a theocracy governed by an autocratic ""Supreme Leader"". It has been described as authoritarian, with significant constraints and abuses against human rights.Iran is a founding member of the UN, ECO, NAM, OIC, and OPEC. It is a major regional and middle power, and its large reserves of fossil fuels - including the world's largest natural gas supply and the fourth largest proven oil reserves - exert considerable influence in international energy security and the world economy. The country's rich cultural legacy is reflected in part by its 22 UNESCO World Heritage sites, the third largest number in Asia and 11th largest in the world. Historically a multi-ethnic country, Iran remains a pluralistic society comprising numerous ethnic, linguistic, and religious groups, the largest being Persians, Azeris, Kurds, Mazandaranis and Lurs.","[""Persian State of Iran"", ""The Islamic Republic of Iran"", ""irãn"", ""ایران"", ""persia (iran)"", ""persia"", ""irañ"", ""i.r. iran"", ""jomhūrī-ye eslāmī-ye īrān"", ""Islamic Iran""]",Persian State of Iran | The Islamic Republic of Iran | irãn | ایران | persia (iran) | persia | irañ | i.r. iran | jomhūrī-ye eslāmī-ye īrān | Islamic Iran,"[""cinema"", ""geography"", ""turkiye""]","[""country""]",true
Q796,komara iraqê,"Iraq (,  (listen) or ; Arabic: العراق‎ al-'Irāq; Kurdish: عێراق‎ Êraq), officially the Republic of Iraq (Arabic: جُمهورية العِراق‎ Jumhūrīyyat al-'Irāq; Kurdish: کۆماری عێراق‎ Komari Eraq), is a country in Western Asia, bordered by Turkey to the north, Iran to the east, Kuwait to the southeast, Saudi Arabia to the south, Jordan to the southwest and Syria to the west. The capital, and largest city, is Baghdad. Iraq is home to diverse ethnic groups including Arabs, Kurds, Chaldeans, Assyrians, Turkmen, Shabakis, Yazidis, Armenians, Mandeans, Circassians and Kawliya. Around 95% of the country's 37 million citizens are Muslims, with Christianity, Yarsan, Yezidism and Mandeanism also present. The official languages of Iraq are Arabic and Kurdish.Iraq has a coastline measuring 58 km (36 miles) on the northern Persian Gulf and encompasses the Mesopotamian Alluvial Plain, the northwestern end of the Zagros mountain range and the eastern part of the Syrian Desert. Two major rivers, the Tigris and Euphrates, run south through Iraq and into the Shatt al-Arab near the Persian Gulf. These rivers provide Iraq with significant amounts of fertile land.The region between the Tigris and Euphrates rivers, historically known as Mesopotamia, is often referred to as the cradle of civilisation. It was here that mankind first began to read, write, create laws and live in cities under an organised government—notably Uruk, from which ""Iraq"" is derived. The area has been home to successive civilisations since the 6th millennium BC. Iraq was the centre of the Akkadian, Sumerian, Assyrian, Chaldean Empire, and Babylonian empires. It was also part of the Median, Achaemenid, Hellenistic, Parthian, Sassanid, Roman, Rashidun, Umayyad, Abbasid, Ayyubid, Seljuk, Mongol, Timurid, Safavid, Afsharid and Ottoman empires.The country today known as Iraq was a region of the Ottoman Empire until the partition of the Ottoman Empire in the 20th century. It was made up of three provinces, called vilayets in the Ottoman language: Mosul Vilayet, Baghdad Vilayet, and Basra Vilayet. In April 1920 the British Mandate of Mesopotamia was created under the authority of the League of Nations. A British-backed monarchy joining these vilayets into one Kingdom was established in 1921 under Faisal I of Iraq. The Hashemite Kingdom of Iraq gained independence from the UK in 1932. In 1958, the monarchy was overthrown and the Iraqi Republic created. Iraq was controlled by the Arab Socialist Ba'ath Party from 1968 until 2003. After an invasion by the United States and its allies in 2003, Saddam Hussein's Ba'ath Party was removed from power, and multi-party parliamentary elections were held in 2005. The US presence in Iraq ended in 2011, but the Iraqi insurgency continued and intensified as fighters from the Syrian Civil War spilled into the country. Out of the insurgency came a highly destructive group calling itself ISIL, which took large parts of the north and west. It has since been largely defeated. Disputes over the sovereignty of Iraqi Kurdistan continue. A referendum about the full sovereignty of Iraqi Kurdistan was held on 25 September 2017. On 9 December 2017, then-Iraqi Prime Minister Haider al-Abadi declared victory over ISIL after the group lost its territory in Iraq.Iraq is a federal parliamentary republic consisting of 19 governorates (provinces) and one autonomous region (Iraqi Kurdistan). The country's official religion is Islam. Culturally, Iraq has a very rich heritage and celebrates the achievements of its past in both pre-Islamic as well as post-Islamic times and is known for its poets. Its painters and sculptors are among the best in the Arab world, some of them being world-class as well as producing fine handicrafts, including rugs and carpets. Iraq is a founding member of the UN as well as of the Arab League, OIC, Non-Aligned Movement and the IMF.","[""komara iraqê"", ""komara iraqe"", ""Jumhūriyyat ul-ʿIrāq"", ""republic of iraq"", ""Central Iraq"", ""south iraq"", ""a'raq"", ""Iraqê"", ""A'raq"", ""IRAQ""]",komara iraqê | komara iraqe | Jumhūriyyat ul-ʿIrāq | republic of iraq | Central Iraq | south iraq | a'raq | Iraqê | A'raq | IRAQ,"[""cinema"", ""geography"", ""turkiye""]","[""country""]",true
Q797577,babam and oğlum,My Father and My Son (Turkish: Babam ve Oğlum) is a 2005 Turkish drama film written and directed by Çağan Irmak about a family torn apart by the 1980 Turkish coup d'état. The film which went on nationwide release on 18 November 2005 (2005-11-18) became one of the highest-grossing Turkish films in history.,"[""babam and oğlum"", ""Babam ve oglum"", ""My Father and My Son"", ""babam ve oğlum"", ""Babam Ve Oglum"", ""Babam ve Oglum"", ""Babam ve Oğlum"", ""my father and my son"", ""babam ve oglum"", ""Babam and Oğlum""]",babam and oğlum | Babam ve oglum | My Father and My Son | babam ve oğlum | Babam Ve Oglum | Babam ve Oglum | Babam ve Oğlum | my father and my son | babam ve oglum | Babam and Oğlum,"[""cinema"", ""film"", ""turkiye""]","[""film_seed""]",true
Q79857,cogni,"Konya (Turkish pronunciation: [ˈkon.ja]) is a major city in south-western edge of the Central Anatolian Plateau and is the seventh-most-populous city in Turkey with a metropolitan population of over 2.1 million. Konya is an economically and industrially developed city and the capital of Konya Province.The Konya region has been inhabited since the 3rd millennium BC. Known as Iconium during classical antiquity, the city was ruled successively by the Phrygian, Persian, Hellenistic and Roman civilizations. In the 11th century the Seljuk Turks conquered the area from the Byzantines, and Konya then became the capital of the Sultanate of Rum. Under the Seljuks, the city reached the height of its wealth and influence. Following the demise of Rum, Konya came under the rule of the Karamanids, before being taken over by the Ottoman Empire in the 15th century. After the Turkish War of Independence the city became part of the modern Republic of Turkey.","[""cogni"", ""ikonion"", ""iconium"", ""Ikonion"", ""koniah"", ""Koneriate"", ""Konya, Turkey"", ""konieh"", ""Cogni"", ""konariot""]","cogni | ikonion | iconium | Ikonion | koniah | Koneriate | Konya, Turkey | konieh | Cogni | konariot","[""cinema"", ""turkiye""]","[""birth_place""]",true
Q801,ISRAEL,"Israel (; Hebrew: יִשְׂרָאֵל; Arabic: إِسْرَائِيل‎), also known as the State of Israel, is a country in Western Asia, located on the southeastern shore of the Mediterranean Sea and the northern shore of the Red Sea. It has land borders with Lebanon to the north, Syria to the northeast, Jordan on the east, the Palestinian territories of the West Bank and Gaza Strip to the east and west, respectively, and Egypt to the southwest. The country contains geographically diverse features within its relatively small area. Israel's economic and technological center is Tel Aviv, while its seat of government and proclaimed capital is Jerusalem, although the state's sovereignty over Jerusalem has only partial recognition.Israel has evidence of the earliest migration of hominids out of Africa. Canaanite tribes are archaeologically attested since the Middle Bronze Age, while the Kingdoms of Israel and Judah emerged during the Iron Age. The Neo-Assyrian Empire destroyed Israel around 720 BCE. Judah was later conquered by the Babylonian, Persian and Hellenistic empires and had existed as Jewish autonomous provinces. The successful Maccabean Revolt led to an independent Hasmonean kingdom by 110 BCE, which in 63 BCE however became a client state of the Roman Republic that subsequently installed the Herodian dynasty in 37 BCE, and in 6 CE created the Roman province of Judea. Judea lasted as a Roman province until the failed Jewish revolts resulted in widespread destruction, the expulsion of the Jewish population and the renaming of the region from Iudaea to Syria Palaestina. Jewish presence in the region has persisted to a certain extent over the centuries. In the 7th century CE, the Levant was taken from the Byzantine Empire by the Arabs and remained in Muslim control until the First Crusade of 1099, followed by the Ayyubid conquest of 1187. The Mamluk Sultanate of Egypt extended its control over the Levant in the 13th century until its defeat by the Ottoman Empire in 1517. During the 19th century, national awakening among Jews led to the establishment of the Zionist movement in the diaspora followed by waves of immigration to Ottoman Syria and later Mandatory Palestine.In 1947, the United Nations (UN) adopted a Partition Plan for Palestine recommending the creation of independent Arab and Jewish states and an internationalized Jerusalem. The plan was accepted by the Jewish Agency, and rejected by Arab leaders. The following year, the Jewish Agency declared the independence of the State of Israel, and the subsequent 1948 Arab–Israeli War saw Israel's establishment over most of the former Mandate territory, while the West Bank and Gaza were held by neighboring Arab states. Israel has since fought several wars with Arab countries, and since the Six-Day War in 1967 held occupied territories including the West Bank, Golan Heights and the Gaza Strip (still considered occupied after the 2005 disengagement, although some legal experts dispute this claim). It extended its laws to the Golan Heights and East Jerusalem, but not the West Bank. Israel's occupation of the Palestinian territories is the world's longest military occupation in modern times. Efforts to resolve the Israeli–Palestinian conflict have not resulted in a final peace agreement. However, peace treaties between Israel and both Egypt and Jordan have been signed.In its Basic Laws, Israel defines itself as a Jewish and democratic state and the nation state of the Jewish people. The country has a liberal democracy (one of only two in the Middle East and North Africa region, the other being Tunisia), with a parliamentary system, proportional representation, and universal suffrage. The prime minister is head of government and the Knesset is the legislature. With a population of around 9 million as of 2019, Israel is a developed country and an Organisation for Economic Co-operation and Development (OECD) member, and has the 31st or 32nd-largest economy in the world by nominal gross domestic product (GDP). Israel has the highest standard of living in the Middle East, and ranks among the world's top countries by percentage of citizens with military training, percentage of citizens holding a tertiary education degree, research and development spending by GDP percentage, women's safety, life expectancy, innovativeness, and happiness.","[""ISRAEL"", ""il"", ""Medinat Yisrael"", ""Israil"", ""Dawlat Isra'il"", ""modern israel"", ""Isræl"", ""israel"", ""İsrail"", ""Medinat Yisra'el""]",ISRAEL | il | Medinat Yisrael | Israil | Dawlat Isra'il | modern israel | Isræl | israel | İsrail | Medinat Yisra'el,"[""cinema"", ""geography"", ""turkiye""]","[""country""]",true
Q803679,"Bahçesaray (District), Van",Bahçesaray (for other names see below) is a district of Van Province of Turkey. It was a bucak in Pervari district of Siirt Province until 1964 and Gevaş district of Van Province between 1964-1987. It is at a distance of 110 km from Van. The mayor is Mehmet Garip Aykut (BDP).,"[""Bahçesaray (District), Van"", ""Bahcesaray (District), Van"", ""bahcesaray, van"", ""bahçesaray (district), van"", ""Bahcesaray, Van"", ""bahcesaray (district), van"", ""bahçesaray, van"", ""Bahçesaray, Van""]","Bahçesaray (District), Van | Bahcesaray (District), Van | bahcesaray, van | bahçesaray (district), van | Bahcesaray, Van | bahcesaray (district), van | bahçesaray, van | Bahçesaray, Van","[""cinema"", ""turkiye""]","[""birth_place""]",true
Q804582,bal (film,"Honey (Turkish: Bal) is a 2010 Turkish drama film directed by Semih Kaplanoğlu, the third and final installment of the ""Yusuf Trilogy"", which includes Egg and Milk. It premiered on 16 February 2010 in competition at the 60th Berlin International Film Festival, where it became the third Turkish film, after Susuz Yaz in 1964 and Head-On in 2004, to win the Golden Bear award.  The film, which went on general release across Turkey on 9 April 2010, was selected as Turkey's official candidate for the Best Foreign Film Oscar at the 83rd Academy Awards but it did not make the final shortlist.","[""bal (film"", ""honey (2010 film)"", ""Bal (film"", ""Bal (2010 film)"", ""bal (film)"", ""Bal (film)"", ""bal (2010 film)"", ""Honey (2010 film)""]",bal (film | honey (2010 film) | Bal (film | Bal (2010 film) | bal (film) | Bal (film) | bal (2010 film) | Honey (2010 film),"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q8053042,Yetkin,Yetkin Dikinciler (born 15 August 1969) is a Turkish actor.,"[""Yetkin"", ""yetkin dikinciler"", ""yetkin"", ""Dikinciler"", ""Yetkin Dikinciler"", ""dikinciler""]",Yetkin | yetkin dikinciler | yetkin | Dikinciler | Yetkin Dikinciler | dikinciler,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q80550,Van Province,"Van Province (Turkish: Van ili, Kurdish: Wan‎, Armenian: Վան, Persian: استان وان‎) is a province in eastern Turkey, between Lake Van and the Iranian border. It is 19,069 km2 in area and had a population of 1,035,418 at the end of 2010. Its adjacent provinces are Bitlis to the west, Siirt to the southwest, Şırnak and Hakkâri to the south, and Ağrı to the north. The capital is the city of Van. The majority of the province's population is Kurdish, and has a sizable Azerbaijani minority (Küresünni).","[""Van Province"", ""Province of Van"", ""province of van"", ""Van province"", ""Van"", ""van province""]",Van Province | Province of Van | province of van | Van province | Van | van province,"[""cinema"", ""turkiye""]","[""turkey_neighbor""]",true
Q8076089,Zugurt Aga,Züğürt Ağa is a 1985 Turkish comedy film directed by Nesli Çölgeçen.,"[""Zugurt Aga"", ""broken landlord"", ""züğürt ağa"", ""Zügürt Aga"", ""zugurt aga"", ""Broken Landlord"", ""zügürt aga"", ""Züğürt Ağa""]",Zugurt Aga | broken landlord | züğürt ağa | Zügürt Aga | zugurt aga | Broken Landlord | zügürt aga | Züğürt Ağa,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q8078990,Oner Erkan,Öner Erkan (born 4 January 1980) is a Turkish actor.,"[""Oner Erkan"", ""öner erkan"", ""Öner Erkan"", ""oner erkan""]",Oner Erkan | öner erkan | Öner Erkan | oner erkan,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q8080044,idil firat,İdil Fırat (born 1 April 1988) is a Turkish actress.,"[""idil firat"", ""Idil Firat"", ""idil fırat"", ""İdil Fırat"", ""i̇dil fırat"", ""Idil Fırat""]",idil firat | Idil Firat | idil fırat | İdil Fırat | i̇dil fırat | Idil Fırat,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q8080207,i̇smail hacıoğlu,İsmail Hacıoğlu (born 30 November 1985) is a Turkish actor and son of former Fenerbahçe player Mehmet Hacıoğlu.,"[""i̇smail hacıoğlu"", ""İsmail Hacıoğlu"", ""Ismail Hacioglu"", ""ismail hacioglu""]",i̇smail hacıoğlu | İsmail Hacıoğlu | Ismail Hacioglu | ismail hacioglu,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q8080276,izzet gunay,İzzet Günay (born 21 August 1934) is Turkish film and stage actor. He is one of the most experienced and well-known Turkish actors with appearances in more than 100 films across six decades.,"[""izzet gunay"", ""i̇zzet günay"", ""Izzet Günay"", ""Izzet Gunay"", ""izzet günay"", ""İzzet Günay""]",izzet gunay | i̇zzet günay | Izzet Günay | Izzet Gunay | izzet günay | İzzet Günay,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q8082379,sabanoglu saban,"Saban, Son of Saban (Turkish: Şaban Oğlu Şaban)is a 1977 Turkish comedy film directed by Ertem Eğilmez.","[""sabanoglu saban"", ""Saban, Son of Saban"", ""şabanoğlu şaban"", ""saban oglu saban"", ""Şabanoğlu Şaban"", ""saban, son of saban"", ""Sabanoglu Saban"", ""Saban Oglu Saban""]","sabanoglu saban | Saban, Son of Saban | şabanoğlu şaban | saban oglu saban | Şabanoğlu Şaban | saban, son of saban | Sabanoglu Saban | Saban Oglu Saban","[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q8082498,Serif Sezer,"Şerif Sezer (born 1943) is a Turkish actress. She is also known for her roles in Turkish cult films like Everything About Mustafa and My Father and My Son. She was born in 1946 in Mudanya and she has Rumelian, Georgian and Laz roots.","[""Serif Sezer"", ""şerif sezer"", ""Şerif Sezer"", ""serif sezer""]",Serif Sezer | şerif sezer | Şerif Sezer | serif sezer,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q815624,Belinda Mayne,"Belinda Mayne is a British actress who has appeared in Films and TV and theatre shows in Germany, UK, and the US since 1974 when she made her first appearance in Strangers.","[""Belinda Mayne"", ""belinda mayne""]",Belinda Mayne | belinda mayne,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q819973,Silver Bear for Best Actor,The Silver Bear for Best Actor is the Berlin International Film Festival's award for achievement in performance by an actor.,"[""Silver Bear for Best Actor"", ""silver bear for best actor""]",Silver Bear for Best Actor | silver bear for best actor,"[""award"", ""cinema"", ""turkiye""]","[""award""]",true
Q822,Lebannon,"Lebanon ( (listen); Arabic: لبنان‎ Lubnān; Lebanese pronunciation: [lɪbˈnɛːn]; French: Liban), officially known as the Lebanese Republic (Arabic: الجمهورية اللبنانية‎ al-Jumhūrīyah al-Lubnānīyah; Lebanese pronunciation: [elˈʒʊmhuːɾɪjje lˈlɪbnɛːnɪjje]; French: République libanaise), is a country in Western Asia. It is bordered by Syria to the north and east and Israel to the south, while Cyprus is west across the Mediterranean Sea. Lebanon's location at the crossroads of the Mediterranean Basin and the Arabian hinterland facilitated its rich history and shaped a cultural identity of religious and ethnic diversity. At just 10,452 km2 (4,036 sq. mi.), it is the smallest recognized sovereign state on the mainland Asian continent.The earliest evidence of civilization in Lebanon dates back more than seven thousand years, predating recorded history. Lebanon was the home of the Canaanites/Phoenicians and their kingdoms, a maritime culture that flourished for over a thousand years (c. 1550–539 BC). In 64 BC, the region came under the rule of the Roman Empire, and eventually became one of the Empire's leading centers of Christianity. In the Mount Lebanon range a monastic tradition known as the Maronite Church was established. As the Arab Muslims conquered the region, the Maronites held onto their religion and identity. However, a new religious group, the Druze, established themselves in Mount Lebanon as well, generating a religious divide that has lasted for centuries. During the Crusades, the Maronites re-established contact with the Roman Catholic Church and asserted their communion with Rome. The ties they established with the Latins have influenced the region into the modern era.The region eventually was ruled by the Ottoman Empire from 1516 to 1918. Following the collapse of the empire after World War I, the five provinces that constitute modern Lebanon came under the French Mandate of Lebanon. The French expanded the borders of the Mount Lebanon Governorate, which was mostly populated by Maronites and Druze, to include more Muslims. Lebanon gained independence in 1943, establishing confessionalism, a unique, Consociationalism-type of political system with a power-sharing mechanism based on religious communities. Bechara El Khoury, President of Lebanon during the independence, Riad El-Solh, first Lebanese prime minister and Emir Majid Arslan II, first Lebanese minister of defence, are considered the founders of the modern Republic of Lebanon and are national heroes for having led the country's independence. Foreign troops withdrew completely from Lebanon on 31 December 1946, although the country was subjected to military occupations by Syria that lasted nearly thirty years before being withdrawn in April 2005 as well as the Israeli military in Southern Lebanon for fifteen years.Despite its small size, the country has developed a well-known culture and has been highly influential in the Arab world, powered by its large diaspora. Before the Lebanese Civil War (1975–1990), the country experienced a period of relative calm and renowned prosperity, driven by tourism, agriculture, commerce, and banking. Because of its financial power and diversity in its heyday, Lebanon was referred to as the ""Switzerland of the East"" during the 1960s, and its capital, Beirut, attracted so many tourists that it was known as ""the Paris of the Middle East"". At the end of the war, there were extensive efforts to revive the economy and rebuild national infrastructure. In spite of these troubles, Lebanon has the 7th highest Human Development Index and GDP per capita in the Arab world after the oil-rich economies of the Persian Gulf. Lebanon has been a member of the United Nations since its founding in 1945 as well as of the Arab League (1945), the Non-Aligned Movement (1961), Organisation of the Islamic Cooperation (1969) and the Organisation internationale de la francophonie (1973).","[""Lebannon"", ""etymology of lebanon"", ""🇱🇧"", ""Lebanon"", ""Literature of Lebanon"", ""environmental issues in lebanon"", ""Name of Lebanon"", ""lebnan"", ""state of lebanon"", ""lb""]",Lebannon | etymology of lebanon | 🇱🇧 | Lebanon | Literature of Lebanon | environmental issues in lebanon | Name of Lebanon | lebnan | state of lebanon | lb,"[""cinema"", ""geography"", ""turkiye""]","[""country""]",true
Q832180,takva: a man's fear of god,"Takva: A Man's Fear of God (Turkish: Takva) is a 2006 Turkish film directed by Özer Kızıltan.The film was Turkey's official submission for the Academy Award for Best Foreign Language Film at the 80th Academy Awards, but it was not nominated.","[""takva: a man's fear of god"", ""Takva"", ""takva"", ""Takva: A Man's Fear of God"", ""A Man's Fear of God"", ""a man's fear of god""]",takva: a man's fear of god | Takva | takva | Takva: A Man's Fear of God | A Man's Fear of God | a man's fear of god,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q83387,Kara Amid,"Diyarbakır (Kurdish: Amed or Dîyarbekir, Arabic: ديار بكر‎, Syriac: ܐܡܝܕܐ‎, romanized: Amida, Armenian: Տիգրանակերտ, romanized: Dikranagerd) is one of the largest cities in southeastern Turkey and is often considered the unofficial capital of Northern Kurdistan. Situated on the banks of the Tigris River, it is the administrative capital of the Diyarbakır Province. It is the third-largest city in Turkey's Southeastern Anatolia Region, after Şanlıurfa and Gaziantep.It has been a focal point of the conflict between the Turkish state and various Kurdish insurgent groups.","[""Kara Amid"", ""History of Diyarbakır"", ""amida of the syriacs"", ""diyarbakır"", ""Diyarbekir"", ""dyarbekir"", ""Names of Diyarbakır"", ""Diyarbakır"", ""amida of the armenians"", ""diyarbakir""]",Kara Amid | History of Diyarbakır | amida of the syriacs | diyarbakır | Diyarbekir | dyarbekir | Names of Diyarbakır | Diyarbakır | amida of the armenians | diyarbakir,"[""cinema"", ""turkiye""]","[""birth_place""]",true
Q83965,Kocaeli Province,"Kocaeli Province (Turkish: Kocaeli ili, pronounced [koˈdʒaeli]) is a province of Turkey and one of only two to not have the same official name as its capital, İzmit, which is thus also sometimes called Kocaeli. The province is the successor of the Ottoman-era Sanjak of Kocaeli. The largest towns in the province are İzmit and Gebze. The traffic code is 41. The province is located at the easternmost end of the Marmara Sea around the Gulf of İzmit. Kocaeli is bordered by the province of Istanbul and the Marmara Sea to the west, the Black Sea to the north, the province of Sakarya to the east, the province of Bursa to the south and the province of Yalova to the southwest. The metropolitan area of Istanbul extends to the Kocaeli-Istanbul provincial border.  The size and natural conditions of the Bay of İzmit allow for extensive port facilities, including the Gölcük Naval Base.  The province is called the industrial capital of Turkey. Kocaeli has an airport named Cengiz Topel Naval Air Station which is used for military and civilian transport. Kocaeli has two universities: Kocaeli University and Gebze Technical University.","[""Kocaeli Province"", ""kocaeli province"", ""Kocaeli (İzmit) Province"", ""kocaeli (i̇zmit) province"", ""kocaelì province"", ""kocaeli"", ""Kocaeli ili"", ""Kocaeli Province (electoral district)"", ""kocaeli ili"", ""kocaeli province (electoral district)""]",Kocaeli Province | kocaeli province | Kocaeli (İzmit) Province | kocaeli (i̇zmit) province | kocaelì province | kocaeli | Kocaeli ili | Kocaeli Province (electoral district) | kocaeli ili | kocaeli province (electoral district),"[""cinema"", ""turkiye""]","[""turkey_neighbor""]",true
Q84,united kingdom/london,"London is the capital of and largest city in England and the United Kingdom, with the largest municipal population in the European Union. Standing on the River Thames in the south-east of England, at the head of its 50-mile (80 km) estuary leading to the North Sea, London has been a major settlement for two millennia. Londinium was founded by the Romans. The City of London, London's ancient core − an area of just 1.12 square miles (2.9 km2) and colloquially known as the Square Mile − retains boundaries that follow closely its medieval limits. The City of Westminster is also an Inner London borough holding city status. Greater London is governed by the Mayor of London and the London Assembly.London is considered to be one of the world's most important global cities  and has been termed the world's most powerful,  most desirable, most influential, most visited, most expensive, innovative, sustainable, most investment friendly, most popular for work, and the most vegetarian-friendly city in the world. London exerts a considerable impact upon the arts, commerce, education, entertainment, fashion, finance, healthcare, media, professional services, research and development, tourism and transportation. London ranks 26 out of 300 major cities for economic performance. It is one of the largest financial centres and has either the fifth or sixth largest metropolitan area GDP. It is the most-visited city as measured by international arrivals and has the busiest city airport system as measured by passenger traffic. It is the leading investment destination, hosting more international retailers and ultra high-net-worth individuals than any other city. London's universities form the largest concentration of higher education institutes in Europe. In 2012, London became the first city to have hosted three modern Summer Olympic Games.London has a diverse range of people and cultures, and more than 300 languages are spoken in the region. Its estimated mid-2016 municipal population (corresponding to Greater London) was 8,787,892, the most populous of any city in the European Union and accounting for 13.4% of the UK population. London's urban area is the second most populous in the EU, after Paris, with 9,787,426 inhabitants at the 2011 census. The population within the London commuter belt is the most populous in the EU with 14,040,163 inhabitants in 2016. London was the world's most populous city from c. 1831 to 1925.London contains four World Heritage Sites: the Tower of London; Kew Gardens; the site comprising the Palace of Westminster, Westminster Abbey, and St Margaret's Church; and the historic settlement in Greenwich where the Royal Observatory, Greenwich defines the Prime Meridian, 0° longitude, and Greenwich Mean Time. Other landmarks include Buckingham Palace, the London Eye, Piccadilly Circus, St Paul's Cathedral, Tower Bridge, Trafalgar Square and The Shard. London has numerous museums, galleries, libraries and sporting events. These include the British Museum, National Gallery, Natural History Museum, Tate Modern, British Library and West End theatres. The London Underground is the oldest underground railway network in the world.","[""united kingdom/london"", ""Wikiportal/London"", ""london (uk)"", ""london"", ""London's"", ""london, great britain"", ""London-on-Thames"", ""Llundain"", ""P:L"", ""England London""]","united kingdom/london | Wikiportal/London | london (uk) | london | London's | london, great britain | London-on-Thames | Llundain | P:L | England London","[""cinema"", ""turkiye""]","[""birth_place""]",true
